"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1170","PROD-01 - Verify products page is display and products count","chromium","2026-08-21","passed","2026-08-21","SauceDemo Product Scenarios","products.spec.ts","",""
